"iddate","year","idgeo","isoalpha3","fuente","indicator","area","quintile","sex","education_level","age","ethnicity","disability","migration","value","level","se","cv","sample","quality_check"
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.432904411764706","202530","0.000724395034579754","0.167333714994219","46784",""
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.365079365079365","690","0.0110744575338049","3.03343836795527","189",""
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.315077506412401","282530","0.000490575471067316","0.155699934486979","89670",""
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.497005988023952","1660","0.00865145164331472","1.74071376437778","334",""
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.355475105163645","485060","0.000409761648659912","0.115271545801014","136454",""
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.433633787210467","203500","0.000723418440918788","0.166827046751242","46929",""
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.315182675079847","283220","0.000490103436194372","0.155498215779218","89859",""
"year","2007","country","SLV","SLV-IPUMS","cel_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.35582068602509","486720","0.000409350178172468","0.115043951700887","136788",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.158304498269896","1830","0.0033950424891651","2.14462793304637","1156",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.229606947442397","320180","0.000356159147784452","0.155116886379844","139447",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.745098039215686","1140","0.011141600522561","1.49532007013318","153",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.441910490153081","211600","0.000717675976751003","0.162403018878867","47883",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.223958333333333","430","0.00951427103158419","4.24823264666085","192",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.117824086603518","108840","0.000335441980115617","0.284697288801729","92375",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.455072463768116","1570","0.008478130715632","1.8630287241357","345",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.228464686506296","320440","0.000354506027809514","0.155168850482171","140258",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.442876176201182","212740","0.00071669373222416","0.161827113477107","48036",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.11804422742446","109270","0.000335364961546723","0.284101110968202","92567",""
"year","2007","country","SLV","SLV-IPUMS","dirtf_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.229020717907868","322010","0.000354373669882573","0.154734328457189","140603",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","1.73732686479226","1156","0.141119308497664","873.340944333683","2008.34985569986",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","2.21455148242691","139447","0.0141796394338513","756.108280703226","308812.560569986",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","3.83496732026144","153","0.592129602898634","603.949772038001","586.75",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","2.77841245747549","47883","0.0281019282684628","699.890469174638","133038.723701299",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","2.32265625","192","0.388847938447868","733.576610235897","445.95",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","1.91339092529783","92375","0.0148217181765081","744.512625671856","176749.486724387",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","2.99333333333333","345","0.363091954629621","712.477397688148","1032.7",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","2.20870260823401","140258","0.0141182519341638","757.020262966378","309788.210425685",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","2.7817777021671","48036","0.0280885619378278","699.826689769141","133625.473701299",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","1.91423981250755","92567","0.0148140988296947","744.572492560869","177195.436724387",""
"year","2007","country","SLV","SLV-IPUMS","hacinamiento_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","2.21062787014278","140603","0.01411547688718","757.141773148519","310820.910425685",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.223508459483526","2510","0.00393120298422637","1.75886093676742","1123",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.0368769168237076","49900","0.000162011270130586","0.439329759874153","135315",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.00309928395853372","1450","8.12649591293686e-05","2.62205593990863","46785",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.0476190476190476","90","0.00489851904641562","10.2868899974728","189",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.0569506174221645","50870","0.000245208084923469","0.430562645363064","89323",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.0272727272727273","90","0.00283532509064602","10.3961919990354","330",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0384400623034649","52320","0.000164792861717449","0.428700818475508","136108",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.00308997144440182","1450","8.10211582249641e-05","2.62206818680322","46926",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.0569309142908213","50960","0.000244909258360466","0.430186764803023","89512",""
"year","2007","country","SLV","SLV-IPUMS","internet_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.0384130520822645","52410","0.000164537924647896","0.428338587351834","136438",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.910899653979239","10530","0.00264969597981444","0.290887801772601","1156",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.886795700158483","1236610","0.000268311114409812","0.0302562489152644","139447",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.352941176470588","540","0.0122173588713867","3.46158501355957","153",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.759747718396926","363790","0.00061741586731319","0.0812659060847122","47883",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.890625","1710","0.00712288380031659","0.799762391614494","192",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.95382949932341","881100","0.000218343587275462","0.022891259646545","92375",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.652173913043478","2250","0.00810873746295925","1.24333974432042","345",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.887571475423862","1244890","0.000266732602902536","0.0300519575367333","140258",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.75845199433758","364330","0.000617564550728932","0.0814243426531304","48036",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.953698402238379","882810","0.000218411459993409","0.0229015231105333","92567",""
"year","2007","country","SLV","SLV-IPUMS","luz_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.886993876375326","1247140","0.000267001687453666","0.0301018636729219","140603",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.647424511545293","7290","0.00450247626160212","0.695444207210423","1126",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.557374759223044","758130","0.000425886177124726","0.0764093045258081","136018",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.188811188811189","270","0.0103492009688156","5.4812434760764","143",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.343757317722193","161480","0.00069298657048692","0.20159180176259","46975",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.523560209424084","1000","0.0114280108828795","2.18275007862997","191",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.670863249290366","602670","0.000495772465843236","0.0739006744470889","89835",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.380239520958084","1270","0.00839976881025685","2.20907305718566","334",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.558548351728675","764150","0.00042453454693775","0.0760067674756967","136810",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.343287066513859","161750","0.000691708450747645","0.201495633893833","47118",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.670550729789172","603670","0.000495365911723503","0.0738744870025346","90026",""
"year","2007","country","SLV","SLV-IPUMS","refrig_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.558114099049175","765420","0.000424060834157209","0.0759810287680701","137144",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.242214532871972","2800","0.0039846879606049","1.6451068865926","1156",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.314714551048068","438860","0.000393268877919294","0.124960500431144","139447",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.274509803921569","420","0.0114090369946561","4.15614919091044","153",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.316834784787921","151710","0.00067233949633966","0.212205076153398","47883",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.291666666666667","560","0.0103731730877011","3.55651648721182","192",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.312822733423545","288970","0.000482398911706547","0.154208393497222","92375",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.284057971014493","980","0.00767773064519591","2.70287456386999","345",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.314192416831838","440680","0.000391954062387318","0.124749688849779","140258",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.316699975018736","152130","0.00067119129422156","0.211932853541227","48036",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.312778852074713","289530","0.000481879947165946","0.154064107585777","92567",""
"year","2007","country","SLV","SLV-IPUMS","ampl_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.314118475423711","441660","0.00039144792847701","0.124617925752056","140603",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.0224913494809689","260","0.00137907899784934","6.13159739043785","1156",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.0205669537530388","28680","0.000120189844851961","0.584383308754232","139447",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.0130718954248366","20","0.00290379748826184","22.2140507852031","153",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.0181484033999541","8690","0.000192908543151666","1.06295049156861","47883",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.0104166666666667","20","0.0023170742734443","22.2439130250652","192",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.0218782138024357","20210","0.00015220368648437","0.69568607318128","92375",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.0115942028985507","40","0.00182254618499345","15.7194608455685","345",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0206048852828359","28900","0.000119949998332339","0.582143490176372","140258",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.018132234157715","8710","0.000192516848055578","1.06173815306518","48036",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.0218544405673728","20230","0.000151964972665398","0.695350549911907","92567",""
"year","2007","country","SLV","SLV-IPUMS","comp_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.020582775616452","28940","0.000119739804549548","0.581747606740847","140603",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.0190311418685121","220","0.00127081144239369","6.67753648821414","1156",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.00308360882629243","4300","4.695203504244e-05","1.5226326582705","139447",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.00175427604786667","840","6.04751591550563e-05","3.44730005454948","47883",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.00398376184032476","3680","6.55394311121172e-05","1.64516438831028","92375",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.0032226325771079","4520","4.7856469877357e-05","1.48501167080937","140258",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.00174868848363727","840","6.02827077623393e-05","3.44730970246635","48036",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.00397549882787602","3680","6.54037622690538e-05","1.645171212489","92567",""
"year","2007","country","SLV","SLV-IPUMS","corres_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.00321472514811206","4520","4.77392329903085e-05","1.48501756109211","140603",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0","1156","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0","139447","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0","153","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0","47883","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0","192","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0","92375","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0","345","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0","140258","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0","48036","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0","92567","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","depen_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0","140603","0","NaN","0",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.431654676258993","600","0.0132851655443783","3.07773001778098","139",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.437632480026088","53680","0.00141648965815983","0.323671053408877","12266",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.375","30","0.0541265877365274","14.4337567297406","8",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.379558294812532","14780","0.00245918817143907","0.647907898483338","3894",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.25","40","0.0342326598440729","13.6930639376292","16",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.464592906798633","39430","0.00171199009088769","0.368492515885463","8487",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.291666666666667","70","0.0293397641309411","10.059347702037","24",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.437848315968015","54210","0.00140997281089149","0.322023120672341","12381",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.379548949256791","14810","0.00245665418383537","0.647256220481136","3902",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.464189109725979","39470","0.00171027974469135","0.368444607780861","8503",""
"year","2007","country","SLV","SLV-IPUMS","jefa_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.437565497783152","54280","0.00140850738395239","0.321896354051757","12405",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.311418685121107","3600","0.00430696193150801","1.38301333133979","1156",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.363392543403587","506740","0.000407304565988098","0.112083908539571","139447",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.529411764705882","810","0.0127606151658033","2.41033842020729","153",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.421423052022639","201790","0.000713590452844803","0.169328765813805","47883",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","urban","Total","Total","Total","Total","Indi","Total","Total","0.338541666666667","650","0.0107995757680284","3.19002853455609","192",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","urban","Total","Total","Total","Total","Otro","Total","Total","0.332438430311231","307090","0.000490144404850126","0.14743915268498","92375",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","Total","Total","Total","Total","Total","Indi","Total","Total","0.423188405797101","1460","0.00841151693217653","1.98765297369925","345",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","Total","Total","Total","Total","Total","Otro","Total","Total","0.362817094212095","508880","0.000405986981452507","0.111898526262706","140258",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","rural","Total","Total","Total","Total","Total","Total","Total","0.421767008077275","202600","0.000712531909161285","0.168939697870047","48036",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","urban","Total","Total","Total","Total","Total","Total","Total","0.332451089481133","307740","0.00048964049861865","0.147281965411167","92567",""
"year","2007","country","SLV","SLV-IPUMS","miembro6_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Total","0.362965228337944","510340","0.000405524209732567","0.111725360467587","140603",""
"year","2007","country","SLV","SLV-IPUMS","miembro65_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Migrant","0.168685121107266","1950","0.00348290996916552","2.06474047402838","1156",""
"year","2007","country","SLV","SLV-IPUMS","miembro65_ch_PHC","Total","Total","Total","Total","Total","Total","Total","Non-migrant","0.224909822369789","313630","0.000353570270017732","0.157205348478024","139447",""
"year","2007","country","SLV","SLV-IPUMS","miembro65_ch_PHC","rural","Total","Total","Total","Total","Indi","Total","Total","0.189542483660131","290","0.0100201147550628","5.28647433629176","153",""
"year","2007","country","SLV","SLV-IPUMS","miembro65_ch_PHC","rural","Total","Total","Total","Total","Otro","Total","Total","0.233214293172942","111670","0.000611116359935998","0.26204069725813","47883",""
