"iddate","year","idgeo","isoalpha3","fuente","indicator","area","quintile","sex","education_level","age","ethnicity","disability","migration","value","level","se","cv","sample","quality_check"
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_4","Total","Total","65+","Total","Total","Total",37.3779729596368,179,22.5070866092124,6061.39460317772,6602,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_4","Total","Total","65+","Total","Total","Total",36.2545048066175,243,27.7064131890534,11428.8565141868,8902,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_5","Total","Total","65+","Total","Total","Total",37.5500256541816,142,23.3173863797874,5482.83967037778,5509,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_5","Total","Total","65+","Total","Total","Total",42.3757215761733,335,30.5499288819995,13651.8712626029,14247,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_1","men","Total","Total","Total","Total","Total",35.2732309242005,3088,4.28660481280578,5021.71864961514,109269,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_1","men","Total","Total","Total","Total","Total",36.6273914363802,703,10.5081160909688,6159.97224733482,25575,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_2","men","Total","Total","Total","Total","Total",37.6575229057819,2433,6.05797642948949,6099.10571868302,91012,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_2","men","Total","Total","Total","Total","Total",42.0798013455865,1258,11.1656815674958,8145.45540503013,51858,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_3","men","Total","Total","Total","Total","Total",39.6422738873889,2153,5.69176875497883,5011.95083940425,86517,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_3","men","Total","Total","Total","Total","Total",42.8035423159914,1990,9.65791253840167,9216.23727074659,84408,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_4","men","Total","Total","Total","Total","Total",41.0605822525965,1663,6.99649079184523,5193.95376063232,67869,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_4","men","Total","Total","Total","Total","Total",43.3388113504021,2506,8.30511802502535,8914.09731745044,109083,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_5","men","Total","Total","Total","Total","Total",42.6276611193401,1249,8.44949743495321,5201.5070312426,53055,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_5","men","Total","Total","Total","Total","Total",44.2540524391308,3662,8.62731079801769,11989.4651553095,162959,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_1","women","Total","Total","Total","Total","Total",30.3393690394304,967,8.24920920094429,6306.09605865994,29672,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_1","women","Total","Total","Total","Total","Total",32.3537253996653,476,14.0572692575884,8088.22741903125,15096,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_2","women","Total","Total","Total","Total","Total",36.8065965283168,1042,10.4089475963715,6958.6897856507,37169,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_2","women","Total","Total","Total","Total","Total",38.6960279375926,979,14.4563937517435,10540.6278885978,37081,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_3","women","Total","Total","Total","Total","Total",37.9635126105266,1126,8.21197420422758,5487.3016798595,42576,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_3","women","Total","Total","Total","Total","Total",40.7091668815313,1578,11.3285147773511,10105.2526747606,62437,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_4","women","Total","Total","Total","Total","Total",41.0540941158811,961,10.135536082189,5699.51050076122,39454,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_4","women","Total","Total","Total","Total","Total",42.133506021403,2217,9.65194937817445,10391.4043366123,93957,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_5","women","Total","Total","Total","Total","Total",43.1802048087481,807,10.1273005292506,4954.59142239804,35520,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_5","women","Total","Total","Total","Total","Total",41.852469981301,3362,8.4851157346577,11888.6677369882,142123,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_1","Total","Total","Total","Total","Total","Total",34.0912916844805,4055,3.81842954126062,5307.5250451815,138941,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_1","Total","Total","Total","Total","Total","Total",34.7934766456981,1179,8.47136796775466,6918.99663658693,40671,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_2","Total","Total","Total","Total","Total","Total",37.4053248355263,3475,5.26374913533858,6360.38172134205,128181,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_2","Total","Total","Total","Total","Total","Total",40.5302807179015,2237,8.93590863687001,9192.50690390522,88939,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_3","Total","Total","Total","Total","Total","Total",39.0621039290241,3279,4.68220161289948,5172.36283071182,129093,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_3","Total","Total","Total","Total","Total","Total",41.8789646006441,3568,7.35709218543474,9601.34853504687,146845,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_4","Total","Total","Total","Total","Total","Total",41.0582172339974,2624,5.78066610741926,5383.53846856979,107323,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_4","Total","Total","Total","Total","Total","Total",42.7513111577511,4723,6.33105628043567,9621.83875602494,203040,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","quintile_5","Total","Total","Total","Total","Total","Total",42.8449365136709,2056,6.4907041331852,5103.51263206841,88575,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","quintile_5","Total","Total","Total","Total","Total","Total",43.1103991424987,7024,6.06301263674237,11951.0069961293,305082,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","men","Total","15_29","Total","Total","Total",37.8620305925054,4532,3.99589136402461,5284.45166078878,171739,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","men","Total","15_29","Total","Total","Total",42.3308893486834,3395,7.52586825637816,9453.42113422082,141856,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","women","Total","15_29","Total","Total","Total",38.1982658720305,1724,7.22679763247152,5881.64329237087,66047,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","women","Total","15_29","Total","Total","Total",40.5554954717726,2381,9.36959989595652,10654.1882366746,96228,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","Total","Total","15_29","Total","Total","Total",37.9555824886358,6256,3.51456659662551,5457.42649218819,237786,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","Total","Total","15_29","Total","Total","Total",41.5687473380151,5776,5.87651176106498,9950.18399796964,238084,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","men","Total","15_64","Total","Total","Total",39.791138513865,9832,2.84764972679453,5343.20214048555,391222,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","men","Total","15_64","Total","Total","Total",43.9426406029984,9442,4.81824765612969,10079.9780900332,412676,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","women","Total","15_64","Total","Total","Total",38.3427133598304,4615,4.38408392296856,5840.37248584378,176721,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","women","Total","15_64","Total","Total","Total",41.5775633849892,8114,5.29342499025925,11054.854577081,335679,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","Total","Total","15_64","Total","Total","Total",39.3293497320845,14447,2.39131257737944,5500.35160549807,567943,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","Total","Total","15_64","Total","Total","Total",42.8275057939783,17556,3.56439151092966,10524.3891729359,748355,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","men","Total","15_24","Total","Total","Total",36.5219785198412,3386,4.61606497257051,5474.58742055336,123932,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","men","Total","15_24","Total","Total","Total",40.2520068942721,2146,8.31132486077068,8498.84543746765,85708,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","men","Total","25_64","Total","Total","Total",41.4495810248465,6446,3.58469096176499,5259.36402898173,267290,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","men","Total","25_64","Total","Total","Total",44.8679890601367,7296,5.6713174518317,10390.1635442019,326968,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","men","Total","65+","Total","Total","Total",35.5097938254918,840,8.55969239275503,5204.2028635595,29929,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","men","Total","65+","Total","Total","Total",37.9330827067669,634,18.292993244768,11261.1925648088,23803,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","women","Total","15_24","Total","Total","Total",37.4037177517946,1137,8.38369373455566,5661.58171407603,43308,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","women","Total","15_24","Total","Total","Total",39.4654675544072,1410,12.3886807756304,10908.428000338,55168,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","women","Total","25_64","Total","Total","Total",38.6466589212966,3478,5.13006234874253,5893.3429290696,133413,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","women","Total","25_64","Total","Total","Total",41.9803508483784,6704,5.84257339991974,11074.683151351,280511,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","women","Total","65+","Total","Total","Total",31.0583737564746,221,17.5549732115851,6233.64136143315,7015,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","women","Total","65+","Total","Total","Total",38.8190009896349,421,22.2375849117532,11225.2899311714,16239,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","Total","Total","15_24","Total","Total","Total",36.7457371617671,4523,4.04817840086046,5523.95330905931,167240,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","Total","Total","15_24","Total","Total","Total",39.9246860482748,3556,7.04863896238953,9510.24068136015,140876,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","Total","Total","25_64","Total","Total","Total",40.4750907506641,9924,2.94358062897141,5475.90479423198,400703,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","Total","Total","25_64","Total","Total","Total",43.4710352646722,14000,4.07019561029988,10711.9580730516,607479,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","Total","Total","65+","Total","Total","Total",34.5885935958077,1061,7.70838510157547,5402.85265946601,36944,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","Total","Total","65+","Total","Total","Total",38.2991455750689,1055,14.126272960271,11243.766129414,40042,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","men","Total","Total","Total","Total","Total",38.4696733768499,11349,2.61135188875837,5439.82282693612,436129,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","men","Total","Total","Total","Total","Total",43.1902794345488,10291,4.59724192638281,10179.4949474475,441032,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","women","Total","Total","Total","Total","Total",37.5539692111237,4991,4.19886543518727,5936.61731085296,187224,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","women","Total","Total","Total","Total","Total",41.129830994383,8716,5.07688018460481,11075.2784287435,355838,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","rural","Total","Total","Total","Total","Total","Total","Total",38.1903232019807,16340,2.22140040393504,5591.64481887916,623353,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","urban","Total","Total","Total","Total","Total","Total","Total",42.2256761369551,19007,3.40864079001143,10585.8513892579,796870,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","men","Total","15_29","Total","Total","Total",34.3066593361281,1320,6.35288802660417,4994.87004320088,45689,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","men","Total","15_29","Total","Total","Total",37.6482661479643,1450,8.57024831605892,6808.4508709881,53903,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","men","Total","15_29","Total","Total","Total",40.9267871489652,1652,8.70708263543255,7000.88871818004,66806,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","men","Total","15_29","Total","Total","Total",41.7360638477881,1573,8.80002591891576,6876.98969658201,65491,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","men","Total","15_29","Total","Total","Total",43.3074319114721,1587,11.8498278156084,10097.434790247,68592,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","women","Total","15_29","Total","Total","Total",33.3952600207017,455,14.1408416366073,7087.63337282292,15226,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","women","Total","15_29","Total","Total","Total",37.8190774742499,667,17.2078849566966,9615.58967482998,24575,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","women","Total","15_29","Total","Total","Total",39.4033146345206,856,11.9667605640539,7354.85560511616,33129,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","women","Total","15_29","Total","Total","Total",42.0488781525292,963,14.5278298247125,9535.32406528883,40341,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","women","Total","15_29","Total","Total","Total",40.6375193537175,1074,12.5063547902544,9482.76593231899,45087,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","Total","Total","15_29","Total","Total","Total",34.0532687651332,1775,5.99536452355837,5588.90498841921,60915,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","Total","Total","15_29","Total","Total","Total",37.7051463680153,2117,8.04077633117319,7809.70102701655,78478,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","Total","Total","15_29","Total","Total","Total",40.3915512531749,2508,7.03884015219662,7120.09144685537,99935,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","Total","Total","15_29","Total","Total","Total",41.8665877828724,2536,7.85693117328487,8018.12333677756,105832,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","Total","Total","15_29","Total","Total","Total",42.2106729662608,2661,8.67551151457133,9880.91619779537,113679,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","men","Total","15_64","Total","Total","Total",37.1985122399055,3129,4.50328761694257,5140.04651100366,116838,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","men","Total","15_64","Total","Total","Total",40.4597265619477,3251,6.1899626037289,7047.32772565159,129725,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","men","Total","15_64","Total","Total","Total",42.8101082252752,3737,6.3173855919108,7513.98880671046,158457,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","men","Total","15_64","Total","Total","Total",43.489412106318,3791,6.3454465766722,7753.70838916947,164227,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","men","Total","15_64","Total","Total","Total",44.3794134406538,4574,7.43486407550375,10849.7742693878,203447,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","women","Total","15_64","Total","Total","Total",32.0062307653499,1299,7.7815546832743,6845.80647675989,41443,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","women","Total","15_64","Total","Total","Total",38.5284547877825,1865,9.62715332759091,9041.30053257388,69915,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","women","Total","15_64","Total","Total","Total",40.4020347793934,2505,8.25381667066022,8760.82098757498,99107,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","women","Total","15_64","Total","Total","Total",42.6132790445616,2975,8.09050616350961,9352.41073270345,126957,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","women","Total","15_64","Total","Total","Total",42.1939142333014,3912,7.65745184362052,10959.5973748765,167590,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","Total","Total","15_64","Total","Total","Total",35.612471345187,4428,3.92478894954708,5614.73023483207,158281,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","Total","Total","15_64","Total","Total","Total",39.7227830983288,5116,5.28642327939137,7795.45527711244,199640,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","Total","Total","15_64","Total","Total","Total",41.8108449013484,6242,5.03181459081527,8011.68384695529,257564,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","Total","Total","15_64","Total","Total","Total",43.0845060765526,6766,5.0455430676613,8485.69746361362,291184,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","Total","Total","15_64","Total","Total","Total",43.3629526753695,8486,5.33965592644598,10903.9684054242,371037,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","men","Total","15_24","Total","Total","Total",33.064850843061,1034,6.80458953636798,4882.2946309181,34548,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","men","Total","15_24","Total","Total","Total",35.7914319526627,1025,9.92637229680571,6981.84932053271,36098,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","men","Total","15_24","Total","Total","Total",39.183879817113,1193,9.49206201607982,6702.3287896402,46738,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","men","Total","15_24","Total","Total","Total",39.6400877732431,1109,9.22894443226715,6227.53493925722,44201,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","men","Total","15_24","Total","Total","Total",41.7882611746923,922,13.4934199840663,8789.51920678863,38705,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","men","Total","25_64","Total","Total","Total",39.0749427363938,2095,5.74239261497739,5174.69026089488,82290,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","men","Total","25_64","Total","Total","Total",42.4478267881622,2226,7.72410773510874,7019.59149252568,93627,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","men","Total","25_64","Total","Total","Total",44.3292725640857,2544,8.0447761323171,7757.4887674864,111719,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","men","Total","25_64","Total","Total","Total",44.7956082523121,2682,7.93725180615267,8136.19826475489,120026,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","men","Total","25_64","Total","Total","Total",44.9353812117579,3652,8.58918437094046,11232.6579837017,164742,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","men","Total","65+","Total","Total","Total",34.4679026009961,314,14.1832150758643,5531.44894035807,10727,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","men","Total","65+","Total","Total","Total",35.2607329842932,266,14.9099701522765,5226.93518985482,9261,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","men","Total","65+","Total","Total","Total",34.6912399070899,255,19.2712151067277,7469.86080550927,9108,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","men","Total","65+","Total","Total","Total",37.1253711646321,283,23.7414643904382,9314.91051152152,10578,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","men","Total","65+","Total","Total","Total",41.0011732662895,272,33.1984544072233,12508.4155279653,11009,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","women","Total","15_24","Total","Total","Total",30.9650498906142,303,15.319065785657,6772.62263030586,9872,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","women","Total","15_24","Total","Total","Total",37.1048687769574,435,22.2537560571494,9920.06677742988,15749,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","women","Total","15_24","Total","Total","Total",38.2526092715232,549,14.9911811039435,7614.35751608297,20621,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","women","Total","15_24","Total","Total","Total",41.7772879752279,608,18.6431086293497,9623.28263789541,25323,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","women","Total","15_24","Total","Total","Total",39.4544314296696,595,14.1675289868938,7983.5862013289,24545,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","women","Total","25_64","Total","Total","Total",32.3285268321689,996,9.02142731759969,6866.27681729077,31571,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","women","Total","25_64","Total","Total","Total",38.9044984503085,1430,10.6099929040811,8776.67797783966,54166,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","women","Total","25_64","Total","Total","Total",40.9572157753572,1956,9.6563717798113,9013.34372878654,78486,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","women","Total","25_64","Total","Total","Total",42.8114800483306,2367,8.97293729805142,9282.55305032953,101634,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","women","Total","25_64","Total","Total","Total",42.6234552236912,3317,8.60670799232996,11337.5730036505,143045,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","women","Total","65+","Total","Total","Total",28.0405149564559,73,36.4322340212234,9442.76140576844,2044,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","women","Total","65+","Total","Total","Total",31.6865511698518,92,26.8625361862398,6343.47561941066,2994,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","women","Total","65+","Total","Total","Total",35.400253164557,121,28.9406280614756,7266.33020317367,4147,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","women","Total","65+","Total","Total","Total",35.6257423987235,139,34.458517789174,10273.2171695368,4926,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","women","Total","65+","Total","Total","Total",42.1322890348661,205,36.0011579655062,12020.549250485,8747,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","Total","Total","15_24","Total","Total","Total",32.5403204307955,1337,6.33565265213275,5332.97615467635,44420,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","Total","Total","15_24","Total","Total","Total",36.187462114115,1460,9.63094912634514,8016.66245297405,51847,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","Total","Total","15_24","Total","Total","Total",38.8763079615048,1742,8.04376980898738,6995.1613313897,67359,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","Total","Total","15_24","Total","Total","Total",40.4819909870227,1717,9.0857818384636,7711.46896959408,69524,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","Total","Total","15_24","Total","Total","Total",40.8543476325014,1517,9.8910643200663,8509.14046983178,63250,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","Total","Total","25_64","Total","Total","Total",36.8615029453046,3091,4.87398954862657,5679.97236312592,113861,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","Total","Total","25_64","Total","Total","Total",40.9937594351397,3656,6.28305389468594,7699.83405067791,147793,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","Total","Total","25_64","Total","Total","Total",42.830735596395,4500,6.19213986964507,8290.89309571903,190205,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","Total","Total","25_64","Total","Total","Total",43.8393779837297,5049,5.95996912353762,8673.1388146514,221660,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","Total","Total","25_64","Total","Total","Total",43.8320498827561,6969,6.08652142877121,11286.0778723286,307787,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","Total","Total","65+","Total","Total","Total",33.0140887290168,387,13.4995366595168,6248.58366877325,12771,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","Total","Total","65+","Total","Total","Total",34.3022654341683,358,13.0452144693322,5495.19701447588,12255,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","Total","Total","65+","Total","Total","Total",34.9068201062274,376,16.0231800418594,7399.02873506062,13255,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","Total","Total","65+","Total","Total","Total",36.6048064496277,422,19.5367130358321,9621.47597537403,15504,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","Total","Total","65+","Total","Total","Total",41.513938838621,477,24.4146282507839,12287.7727525615,19756,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","men","Total","Total","Total","Total","Total",35.5611168753314,3791,4.03422379071805,5282.86257938551,134844,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","men","Total","Total","Total","Total","Total",39.4086689778338,3691,5.67794110093995,7028.53454971368,142870,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","men","Total","Total","Total","Total","Total",41.4692181660103,4143,5.87828980210085,7616.28649972039,170925,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","men","Total","Total","Total","Total","Total",42.6544108375499,4169,6.04075163053966,7876.1409902153,176952,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","men","Total","Total","Total","Total","Total",44.0035518496235,4911,7.19973104123242,10940.2312913734,216014,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","women","Total","Total","Total","Total","Total",31.1286223076488,1443,7.37186723246678,7042.94420732157,44768,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","women","Total","Total","Total","Total","Total",37.8797813817756,2021,9.13255625026338,9025.80800688171,74250,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","women","Total","Total","Total","Total","Total",39.8087066869843,2704,7.83611727131129,8719.49181094796,105013,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","women","Total","Total","Total","Total","Total",41.9114420486216,3178,7.75708647948794,9420.36838579008,133411,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","women","Total","Total","Total","Total","Total",42.0049884683497,4169,7.42336826290695,11015.2259948102,177643,""
"year",2012,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","Total","Total","Total","Total","Total","Total",34.2770291516541,5234,3.56666668846708,5749.40303542141,179612,""
