"iddate","year","idgeo","isoalpha3","fuente","indicator","area","quintile","sex","education_level","age","ethnicity","disability","migration","value","level","se","cv","sample","quality_check"
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","women","Total","65+","Total","Total","Total",0.10887984407246,18993,0.000745793921856198,0.684969682138658,1658,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","Total","Total","00_04","Total","Total","Total",0.517680202554345,101617,0.00112783590495223,0.217863441442661,3119,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","Total","Total","05_14","Total","Total","Total",0.513327853856153,298533,0.00065541579464476,0.127679764447075,9111,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","Total","Total","15_24","Total","Total","Total",0.396905322329152,159856,0.000770930450164226,0.194235352058317,6516,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","Total","Total","25_64","Total","Total","Total",0.390022568726352,280998,0.00057463888035069,0.147334776607214,11632,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","Total","Total","65+","Total","Total","Total",0.376752086256554,51016,0.00131683960740947,0.349524171317462,2127,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","Total","Total","00_04","Total","Total","Total",0.143152920717279,40171,0.000661143225305717,0.461844035031215,2805,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","Total","Total","05_14","Total","Total","Total",0.142930689516648,109941,0.000399074170444833,0.279208175511075,7669,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","Total","Total","15_24","Total","Total","Total",0.0872971780080311,56567,0.000350657658167767,0.401682696015108,6389,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","Total","Total","25_64","Total","Total","Total",0.0803123064842538,125802,0.000217149339820893,0.27038115243704,14845,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","Total","Total","65+","Total","Total","Total",0.114446615739918,32211,0.000600078717775792,0.524330679326928,2730,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","men","Total","00_04","Total","Total","Total",0.290279977799474,71653,0.000913573346927845,0.314721447153666,3044,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","men","Total","05_14","Total","Total","Total",0.308168464602553,214223,0.000553803024557587,0.179707883242314,8631,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","men","Total","15_24","Total","Total","Total",0.197152128638543,101765,0.000553756557531925,0.28087779795022,6357,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","men","Total","25_64","Total","Total","Total",0.179407707991844,179501,0.000383593622717994,0.213811116039358,11569,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","men","Total","65+","Total","Total","Total",0.219447894453167,37458,0.00100175167064196,0.456487255500072,2064,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","women","Total","00_04","Total","Total","Total",0.30484465462385,70135,0.00095973673187809,0.31482813207347,2880,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","women","Total","05_14","Total","Total","Total",0.296292285305504,194251,0.000563942555765242,0.190333189129027,8149,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","women","Total","15_24","Total","Total","Total",0.214489218296066,114658,0.000561408987161311,0.261742287850749,6548,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","women","Total","25_64","Total","Total","Total",0.176699918218596,227299,0.000336292100030371,0.190318197892057,14908,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","women","Total","65+","Total","Total","Total",0.185925871762374,45769,0.000784126427236538,0.421741428346619,2793,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","Total","Total","00_04","Total","Total","Total",0.297306194682843,141788,0.000661861748778617,0.222619562126739,5924,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","Total","Total","05_14","Total","Total","Total",0.302404210978305,408474,0.000395191459517656,0.13068318666568,16780,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","Total","Total","15_24","Total","Total","Total",0.205972373703054,216423,0.00039452549558942,0.191542918351855,12905,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","Total","Total","25_64","Total","Total","Total",0.177884590157053,406800,0.00025287986429084,0.142159511438048,26477,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","Total","Total","65+","Total","Total","Total",0.199652161397112,83227,0.0006191291958112,0.310103928491784,4857,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","men","Total","Total","Total","Total","Total",0.438440243436094,431099,0.000500402984263142,0.114132539554636,15707,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","men","Total","Total","Total","Total","Total",0.105399906811225,173501,0.000239333617574544,0.22707194419365,15958,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","women","Total","Total","Total","Total","Total",0.437624913005954,460921,0.000483394635394773,0.110458664721447,16798,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","women","Total","Total","Total","Total","Total",0.100651846142831,191191,0.000218299100624534,0.216885341889063,18480,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","rural","Total","Total","Total","Total","Total","Total","Total",0.438018570196058,892020,0.000347669193195032,0.079373162886545,32505,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","urban","Total","Total","Total","Total","Total","Total","Total",0.102856204886609,364692,0.00016132378636024,0.156844000357671,34438,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","men","Total","Total","Total","Total","Total",0.229940400330573,604600,0.000259503596585299,0.112856895183371,31665,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","women","Total","Total","Total","Total","Total",0.220848216296544,652112,0.000241403651261064,0.109307494218979,35278,""
"year",2007,"country","SLV","SLV-EHPM","pobreza31","Total","Total","Total","Total","Total","Total","Total","Total",0.225130944451749,1256712,0.000176779324910525,0.0785228904631599,66943,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","men","Total","00_04","Total","Total","Total",0.76776442064855,76001,0.00134209329629074,0.174805351771451,1582,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","men","Total","05_14","Total","Total","Total",0.788978422658885,235772,0.000746418585829112,0.0946057033237556,4684,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","men","Total","15_24","Total","Total","Total",0.658384564124918,131405,0.00106155484787177,0.16123629041679,3248,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","men","Total","25_64","Total","Total","Total",0.631968090885105,203598,0.000849671662140429,0.134448506878,5201,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","men","Total","65+","Total","Total","Total",0.610643509940014,38887,0.0019322318419768,0.316425510223896,992,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","men","Total","00_04","Total","Total","Total",0.387525278828009,57296,0.00126701562272234,0.32695044476948,1462,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","men","Total","05_14","Total","Total","Total",0.399152698471173,158191,0.00077791158898991,0.194890725271169,3947,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","men","Total","15_24","Total","Total","Total",0.264469910419852,83728,0.000783864743620094,0.296390898448785,3109,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","men","Total","25_64","Total","Total","Total",0.238423834128148,161736,0.00051737208275152,0.216996796752057,6368,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","men","Total","65+","Total","Total","Total",0.275927483412765,29527,0.00136639520613964,0.495200836552996,1072,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","women","Total","00_04","Total","Total","Total",0.78633752299518,76513,0.00131403070734464,0.167107720147891,1537,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","women","Total","05_14","Total","Total","Total",0.771019905776495,217992,0.000790213013468785,0.102489314160179,4427,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","women","Total","15_24","Total","Total","Total",0.69651866180372,141511,0.0010200081742759,0.146443768158985,3268,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","women","Total","25_64","Total","Total","Total",0.658100280943307,262122,0.000751605088478624,0.11420829169094,6431,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","women","Total","65+","Total","Total","Total",0.634508141869284,45512,0.00179809689996754,0.283384369926331,1135,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","women","Total","00_04","Total","Total","Total",0.40937747147215,54351,0.00134950710059402,0.329648599308872,1343,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","women","Total","05_14","Total","Total","Total",0.381056335384071,142086,0.000795314871618599,0.208713200061874,3722,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","women","Total","15_24","Total","Total","Total",0.280255526654073,92875,0.000780178434831294,0.278381106037665,3280,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","women","Total","25_64","Total","Total","Total",0.25384125983188,225425,0.000461824310596302,0.181934296615992,8477,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","women","Total","65+","Total","Total","Total",0.279901398761752,48826,0.00107491835553554,0.384034649448284,1658,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","Total","Total","00_04","Total","Total","Total",0.77697116045911,152514,0.000939573059243391,0.12092766206254,3119,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","Total","Total","05_14","Total","Total","Total",0.780247745733918,453764,0.000542980425160602,0.0695907714093891,9111,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","Total","Total","15_24","Total","Total","Total",0.677621190000894,272916,0.000736471124353488,0.108684783655086,6516,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","Total","Total","25_64","Total","Total","Total",0.646414959206958,465720,0.000563243119711982,0.0871333671490194,11632,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","Total","Total","65+","Total","Total","Total",0.62328483863821,84399,0.00131681408130834,0.211270032524038,2127,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","Total","Total","00_04","Total","Total","Total",0.397863984947401,111647,0.000923971129106708,0.232232914780879,2805,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","Total","Total","05_14","Total","Total","Total",0.390380282660614,300277,0.000556232477064003,0.142484777477242,7669,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","Total","Total","15_24","Total","Total","Total",0.27254306446784,176603,0.000553145954923388,0.202957266956488,6389,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","Total","Total","25_64","Total","Total","Total",0.247164535466449,387161,0.000344659607627602,0.13944541314439,14845,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","Total","Total","65+","Total","Total","Total",0.278390477882395,78353,0.000844846266965053,0.30347527451063,2730,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","men","Total","00_04","Total","Total","Total",0.540011586405824,133297,0.00100315106085184,0.18576472914749,3044,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","men","Total","05_14","Total","Total","Total",0.566731736649265,393963,0.000594330823970794,0.104869867970463,8631,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","men","Total","15_24","Total","Total","Total",0.416783067758028,215133,0.000686233021323566,0.164649928082485,6357,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","men","Total","25_64","Total","Total","Total",0.365144125054971,365334,0.000481345419027078,0.131823405060841,11569,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","men","Total","65+","Total","Total","Total",0.400803786937876,68414,0.00118616158416164,0.295945702814802,2064,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","women","Total","00_04","Total","Total","Total",0.568805744388616,130864,0.00103250071610371,0.181520796210224,2880,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","women","Total","05_14","Total","Total","Total",0.549229262697413,360078,0.00061451605228419,0.111886983090838,8149,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","women","Total","15_24","Total","Total","Total",0.438462819162568,234386,0.000678666163272114,0.154783058816325,6548,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","women","Total","25_64","Total","Total","Total",0.379014052097553,487547,0.000427747966962248,0.112858075998763,14908,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","women","Total","65+","Total","Total","Total",0.383226089499854,94338,0.00097988414939,0.255693486492227,2793,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","Total","Total","00_04","Total","Total","Total",0.553902316794189,264161,0.000719803270450735,0.129951301633242,5924,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","Total","Total","05_14","Total","Total","Total",0.558236689851231,754041,0.000427283102407241,0.0765415656432598,16780,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","Total","Total","15_24","Total","Total","Total",0.427812642161985,449519,0.000482668233216672,0.112822339886327,12905,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","Total","Total","25_64","Total","Total","Total",0.37294588775255,852881,0.000319782072759993,0.0857448984588802,26477,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","Total","Total","65+","Total","Total","Total",0.390423643429449,162752,0.000755591388834457,0.19353115559227,4857,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","men","Total","Total","Total","Total","Total",0.697339248374787,685663,0.000463304805868034,0.0664389401496916,15707,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","men","Total","Total","Total","Total","Total",0.297959870507697,490478,0.000356474919470544,0.119638567053725,15958,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","women","Total","Total","Total","Total","Total",0.706064090282017,743650,0.000443901033692943,0.0628697932386901,16798,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","women","Total","Total","Total","Total","Total",0.296685808263948,563563,0.00033143641819843,0.11171293299731,18480,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","rural","Total","Total","Total","Total","Total","Total","Total",0.701851569048495,1429313,0.000320551539761441,0.0456722694509347,32505,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","urban","Total","Total","Total","Total","Total","Total","Total",0.297277310867489,1054041,0.000242730862787682,0.0816513248452651,34438,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","men","Total","Total","Total","Total","Total",0.447307860379094,1176141,0.000306632708500717,0.0685507087313076,31665,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","women","Total","Total","Total","Total","Total",0.442708705513247,1307213,0.000289058678251196,0.0652931994901887,35278,""
"year",2007,"country","SLV","SLV-EHPM","pobreza","Total","Total","Total","Total","Total","Total","Total","Total",0.444875063998776,2483354,0.000210336244486371,0.0472798458505982,66943,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","men","Total","00_04","Total","Total","Total",0.208334175169209,20623,0.00129078986080296,0.619576629592617,1582,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","men","Total","05_14","Total","Total","Total",0.194500588959683,58123,0.000724068281562852,0.37227048279681,4684,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","men","Total","15_24","Total","Total","Total",0.306392700927415,61152,0.0010318816982081,0.336784034046735,3248,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","men","Total","25_64","Total","Total","Total",0.307516334797386,99071,0.000813017105692464,0.264381762428372,5201,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","men","Total","65+","Total","Total","Total",0.350412989541786,22315,0.00189060332399766,0.539535742230872,992,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","men","Total","00_04","Total","Total","Total",0.443784621003578,65614,0.00129209809808493,0.291154320571761,1462,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","men","Total","05_14","Total","Total","Total",0.449629967929713,178196,0.000790193882118296,0.175743152921208,3947,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","men","Total","15_24","Total","Total","Total",0.515859729364347,163315,0.000888186550779218,0.172175981225295,3109,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","men","Total","25_64","Total","Total","Total",0.453727030831939,307788,0.000604468490360999,0.13322294006876,6368,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","men","Total","65+","Total","Total","Total",0.480347631062518,51402,0.0015272920822568,0.317955577063732,1072,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","women","Total","00_04","Total","Total","Total",0.198030893189316,19269,0.00127756256409468,0.645132960579713,1537,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","women","Total","05_14","Total","Total","Total",0.204656706704582,57863,0.000758757190192698,0.370746310937148,4427,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","women","Total","15_24","Total","Total","Total",0.266950174485281,54236,0.000981415991841493,0.367640138738927,3268,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","women","Total","25_64","Total","Total","Total",0.294641489727618,117356,0.000722347555991081,0.245161520415491,6431,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","women","Total","65+","Total","Total","Total",0.29844691055097,21407,0.00170851758734704,0.57246951700485,1135,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","women","Total","00_04","Total","Total","Total",0.458788084208941,60911,0.00136756488187899,0.298082040259828,1343,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","women","Total","05_14","Total","Total","Total",0.462233891341311,172355,0.000816481889352429,0.176638257091699,3722,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","women","Total","15_24","Total","Total","Total",0.506548096827341,167867,0.000868481231764449,0.171450892265513,3280,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","women","Total","25_64","Total","Total","Total",0.469903328059636,417300,0.000529616939552009,0.112707637491939,8477,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","women","Total","65+","Total","Total","Total",0.475544599862417,82954,0.00119571277407588,0.251440721737102,1658,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","Total","Total","00_04","Total","Total","Total",0.203226808903017,39892,0.000908250089194648,0.44691450606208,3119,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","Total","Total","05_14","Total","Total","Total",0.199438067005523,115986,0.000523965555635432,0.262720935628063,9111,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","Total","Total","15_24","Total","Total","Total",0.286496042268768,115388,0.000712420646520833,0.248666837028239,6516,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","Total","Total","25_64","Total","Total","Total",0.300398630886121,216427,0.000540091763886539,0.179791686231514,11632,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","rural","Total","Total","Total","65+","Total","Total","Total",0.322886049774758,43722,0.00127066232281168,0.393532741255958,2127,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","Total","Total","00_04","Total","Total","Total",0.450883057273997,126525,0.000939308311382996,0.208326371157519,2805,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","Total","Total","05_14","Total","Total","Total",0.455739861750853,350551,0.000567864441492028,0.124602758975354,7669,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","Total","Total","15_24","Total","Total","Total",0.511097530486958,331182,0.000620985609007734,0.121500412732591,6389,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","Total","Total","25_64","Total","Total","Total",0.46289796413455,725088,0.000398399065570182,0.0860662816513014,14845,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","urban","Total","Total","Total","65+","Total","Total","Total",0.477370758571682,134356,0.000941508255463154,0.197227885989539,2730,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","men","Total","00_04","Total","Total","Total",0.349362545120138,86237,0.000959619474692341,0.274677262372917,3044,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","men","Total","05_14","Total","Total","Total",0.339954455807316,236319,0.000568143928014534,0.167123542083106,8631,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","men","Total","15_24","Total","Total","Total",0.434866082239551,224467,0.00069000934298925,0.158671685645318,6357,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","men","Total","25_64","Total","Total","Total",0.406647543277496,406859,0.000491080355611712,0.120763143348588,11569,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","men","Total","65+","Total","Total","Total",0.431871440957983,73717,0.00119893039353854,0.277612798586324,2064,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","women","Total","00_04","Total","Total","Total",0.348505659196412,80180,0.000993418246515394,0.285050822074462,2880,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","women","Total","05_14","Total","Total","Total",0.351152979075847,230218,0.000589519094353548,0.167880989050705,8149,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","women","Total","15_24","Total","Total","Total",0.415485172000307,222103,0.000674025121219585,0.162226035161391,6548,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","women","Total","25_64","Total","Total","Total",0.415636106956395,534656,0.000434527966096567,0.104545288251907,14908,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","women","Total","65+","Total","Total","Total",0.423942185824315,104361,0.000996025723714635,0.234943762857182,2793,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","Total","Total","00_04","Total","Total","Total",0.348949170596487,166417,0.000690193355950812,0.197791946251372,5924,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","Total","Total","05_14","Total","Total","Total",0.345389800518969,466537,0.000409126722003206,0.118453620051452,16780,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","Total","Total","15_24","Total","Total","Total",0.425006043371421,446570,0.000482260812420878,0.113471518803656,12905,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","Total","Total","25_64","Total","Total","Total",0.411703564163514,941515,0.000325438637967361,0.0790468352219824,26477,""
"year",2007,"country","SLV","SLV-EHPM","vulnerable","Total","Total","Total","Total","65+","Total","Total","Total",0.42718898431128,178078,0.000766161970117414,0.179349655130418,4857,""
