"iddate","year","idgeo","isoalpha3","fuente","indicator","area","quintile","sex","education_level","age","ethnicity","disability","migration","value","level","se","cv","sample","quality_check"
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_1","Total","Total","Total","Total","Total","Total",34.766262069469,3772,5.51196350882879,8297.97451006138,132481,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_2","Total","Total","Total","Total","Total","Total",39.6161140867392,4575,6.17651673637345,9167.83228658039,180243,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_3","Total","Total","Total","Total","Total","Total",42.8051450707155,4816,6.24105636892592,9042.51743627364,203268,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_4","Total","Total","Total","Total","Total","Total",44.2454295105268,5809,6.10777349025701,9824.98955259587,255649,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","quintile_5","Total","Total","Total","Total","Total","Total",44.9557095295564,7102,5.74580639867177,10801.7694831017,318836,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","men","Total","15_29","Total","Total","Total",42.9774227304601,5702,5.84149410394375,9253.30188497019,240186,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","women","Total","15_29","Total","Total","Total",42.3278595038704,3375,7.72535640603536,9727.73615659023,143326,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","Total","Total","15_29","Total","Total","Total",42.7305813359302,9077,4.66063100699838,9430.33680175495,383512,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","men","Total","15_64","Total","Total","Total",44.05954892098,14197,3.79522209005719,9394.46141396459,616391,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","women","Total","15_64","Total","Total","Total",42.248554060863,10160,4.59773397528934,10295.9415826802,424876,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","Total","Total","15_64","Total","Total","Total",43.2819195683293,24357,2.9285778442565,9769.14656815867,1041267,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","men","Total","15_24","Total","Total","Total",41.1652421075373,3777,6.67073357421563,8819.80344786436,152806,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","men","Total","25_64","Total","Total","Total",45.0194239538214,10420,4.54609021000303,9543.74961308166,463585,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","men","Total","65+","Total","Total","Total",37.1702905804936,923,13.7598646289703,10132.4435063423,34373,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","women","Total","15_24","Total","Total","Total",42.0372991292427,1948,9.67177655841069,9132.71591071585,83003,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","women","Total","25_64","Total","Total","Total",42.2936860787847,8212,5.19248084874985,10543.5998875614,341873,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","women","Total","65+","Total","Total","Total",38.2607642933827,504,21.2785974639028,11636.497386502,19239,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","Total","Total","15_24","Total","Total","Total",41.4680318909818,5725,5.4977078271657,8930.96862440842,235809,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","Total","Total","25_64","Total","Total","Total",43.7866762409582,18632,3.42127109432156,9977.91961131003,805458,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","Total","Total","65+","Total","Total","Total",37.5724864782894,1427,11.6770028104101,10707.3783416096,53612,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","men","Total","Total","Total","Total","Total",42.7952643988587,15895,3.53290489176646,9499.40266166485,670488,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","women","Total","Total","Total","Total","Total",41.7002944465384,10952,4.41480078706295,10375.4864088537,451645,""
"year",2007,"country","SLV","SLV-EHPM","horas_trabajadas","Total","Total","Total","Total","Total","Total","Total","Total",42.3349276704673,26847,2.76157277371588,9859.55771789794,1122133,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","men","Total","15_29","Total","Total","Total",135.558513442277,27,177.322786177219,5697.3305113961,3889.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","men","Total","15_29","Total","Total","Total",152.970666666667,5,621.882259381415,7872.55389013382,696,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","men","Total","15_29","Total","Total","Total",172.595349309504,88,147.336475309276,5990.18463836367,15376,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","men","Total","15_29","Total","Total","Total",168.908965223865,71,178.469196224094,10245.7507005043,11958.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","men","Total","15_29","Total","Total","Total",195.198711413313,122,136.068155361343,5909.12473118968,23661.7100067139,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","men","Total","15_29","Total","Total","Total",203.334782294281,136,169.321461978236,9618.93694016314,28127.1000061035,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","men","Total","15_29","Total","Total","Total",228.52816130684,149,187.408257962437,7666.63371463573,33081.6899871826,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","men","Total","15_29","Total","Total","Total",219.874822736366,223,169.252010772076,12541.0337946163,49427.1599884033,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","men","Total","15_29","Total","Total","Total",287.482328592503,102,309.496170169697,8251.7879801132,30582.1700134277,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","men","Total","15_29","Total","Total","Total",407.080466738707,420,344.760317762481,19111.6535153472,155847.769989014,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","women","Total","15_29","Total","Total","Total",182.130918965034,13,499.081122027748,7342.59689021174,1965.39999389648,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","women","Total","15_29","Total","Total","Total",159.646884272997,4,562.701169434617,6470.41775147502,590,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","women","Total","15_29","Total","Total","Total",175.721591603632,56,195.962439803877,5995.10275286421,9603.79998779297,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","women","Total","15_29","Total","Total","Total",159.821040269058,46,155.769647178076,6702.4493399353,7647.39999389648,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","women","Total","15_29","Total","Total","Total",172.724509133079,62,154.356243911621,4686.37008139032,10686.6000061035,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","women","Total","15_29","Total","Total","Total",176.9106477354,90,163.800409079419,8581.88852523211,15846.5199737549,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","women","Total","15_29","Total","Total","Total",201.257584976147,91,185.847192357084,6492.96375441634,17708.1999969482,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","women","Total","15_29","Total","Total","Total",200.366978564,166,159.120777910904,10949.1493407208,32302.799987793,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","women","Total","15_29","Total","Total","Total",260.895221272079,77,213.186547491781,4959.00483155124,20560.1499786377,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","women","Total","15_29","Total","Total","Total",334.729930754957,391,236.910848276054,14801.1355228489,141651.847808838,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","Total","Total","15_29","Total","Total","Total",148.345889031317,40,190.458574301039,6565.39499912464,5854.89999389648,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","Total","Total","15_29","Total","Total","Total",156.130617977528,9,399.462300115397,6826.96563103325,1286,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","Total","Total","15_29","Total","Total","Total",173.751586861338,144,117.454623434149,5975.55214559296,24979.799987793,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","Total","Total","15_29","Total","Total","Total",165.867867211461,117,128.60525254556,9217.1840700946,19605.8999938965,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","Total","Total","15_29","Total","Total","Total",188.978496410229,184,106.698211926987,5627.95405927738,34348.3100128174,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","Total","Total","15_29","Total","Total","Total",192.98510872834,226,121.342733913462,9312.12712710873,43973.6199798584,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","Total","Total","15_29","Total","Total","Total",218.67536027067,240,136.732670459709,7314.40456706899,50789.8899841309,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","Total","Total","15_29","Total","Total","Total",211.734134953777,389,118.742975124744,11969.3556634715,81729.9599761963,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","Total","Total","15_29","Total","Total","Total",277.237474411595,179,203.260260526991,7167.76993311431,51142.3199920654,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","Total","Total","15_29","Total","Total","Total",373.653398585508,811,214.331969789171,17647.954954781,297499.617797852,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","men","Total","15_64","Total","Total","Total",149.764783849918,85,121.382870937523,5675.7457405264,13419.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","men","Total","15_64","Total","Total","Total",177.094733355416,28,346.14867526163,10739.6118283721,4801,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","men","Total","15_64","Total","Total","Total",196.820572374554,221,127.571948860995,7537.9514604906,42285.4400024414,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","men","Total","15_64","Total","Total","Total",184.902648503132,216,106.925111427644,8951.3605254907,40483,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","men","Total","15_64","Total","Total","Total",222.781308571046,271,120.823855091443,6845.77649642951,60560.4100036621,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","men","Total","15_64","Total","Total","Total",228.194471290028,366,106.553922756913,9041.71895480415,84920.4199981689,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","men","Total","15_64","Total","Total","Total",257.616729260158,347,123.620504400298,6541.98306617206,88977.3899993896,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","men","Total","15_64","Total","Total","Total",272.643943453212,659,108.572952575522,10884.8859099915,184758.979980469,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","men","Total","15_64","Total","Total","Total",383.480071716876,260,394.47664089604,12532.5468032985,96272.3300323486,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","men","Total","15_64","Total","Total","Total",604.867097024558,1475,377.231837257095,25825.1261659156,794032.000045776,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","women","Total","15_64","Total","Total","Total",175.614112256775,22,355.730121275638,6100.49213149706,3331.39999389648,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","women","Total","15_64","Total","Total","Total",153.058362986609,13,400.096811315939,9798.19747776356,1845.69999980927,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","women","Total","15_64","Total","Total","Total",176.275181980499,92,143.778996195495,5491.5777286635,16093.3999938965,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","women","Total","15_64","Total","Total","Total",172.366910427373,89,203.253864058908,11697.2147359178,14953.799987793,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","women","Total","15_64","Total","Total","Total",177.802518422136,116,105.330268599266,4206.8765474864,20815.1000061035,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","women","Total","15_64","Total","Total","Total",185.341508251421,216,116.643642474219,9851.40129238979,42217.2199859619,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","women","Total","15_64","Total","Total","Total",219.75449647189,162,154.833365264617,6294.81027164258,34337.5699920654,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","women","Total","15_64","Total","Total","Total",228.407987297998,438,104.273257818149,9998.97696967436,103354.274002075,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","women","Total","15_64","Total","Total","Total",333.498071184663,178,209.462843995841,5862.02513540925,60439.3499755859,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","women","Total","15_64","Total","Total","Total",462.311648338112,1374,234.539763118988,20123.585321172,643838.097824097,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","Total","Total","15_64","Total","Total","Total",153.799432080003,107,117.567414392049,5827.16979525801,16750.8999938965,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","Total","Total","15_64","Total","Total","Total",169.461121156461,41,266.027263124085,10441.5177295521,6646.69999980927,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","Total","Total","15_64","Total","Total","Total",191.652587542622,313,101.162917965006,7093.18823313514,58378.8399963379,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","Total","Total","15_64","Total","Total","Total",181.246701180504,305,96.0767120089602,9745.69455162279,55436.799987793,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","Total","Total","15_64","Total","Total","Total",211.916335695587,387,93.9701415573138,6422.24371508808,81375.5100097656,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","Total","Total","15_64","Total","Total","Total",211.251733842106,582,79.5260475993106,9373.41739815364,127137.639984131,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","Total","Total","15_64","Total","Total","Total",246.241528186838,509,98.1651052912323,6497.93361724994,123314.959991455,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","Total","Total","15_64","Total","Total","Total",255.346903972608,1097,77.929536955644,10689.7422303167,288113.253982544,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","Total","Total","15_64","Total","Total","Total",364.74381185647,438,254.737354975095,10718.5746737014,156711.680007935,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","Total","Total","15_64","Total","Total","Total",536.622250467753,2849,226.535207996231,24207.0308100203,1437870.09786987,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","men","Total","15_24","Total","Total","Total",119.596774193548,15,237.776616007348,6454.60962920887,2013,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","men","Total","15_24","Total","Total","Total",152.534562211982,3,989.299741481126,9554.09383982896,400,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","men","Total","15_24","Total","Total","Total",162.198028673835,40,243.587431892844,7095.06535591073,6699.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","men","Total","15_24","Total","Total","Total",165.06068431246,39,207.902520983491,8586.22866954093,6524.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","men","Total","15_24","Total","Total","Total",182.804919231239,68,161.84171970316,5259.30594529421,12313.1399993896,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","men","Total","15_24","Total","Total","Total",190.619568225851,71,182.929864839557,8157.66958077219,13880.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","men","Total","15_24","Total","Total","Total",222.555037121895,72,281.513181951877,8284.95117862709,15194.3899841309,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","men","Total","15_24","Total","Total","Total",192.399857673032,129,141.42235082297,8886.13108550361,26034.6599884033,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","men","Total","15_24","Total","Total","Total",267.989286365021,48,516.298629018774,9781.94003321793,12424.5700073242,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","men","Total","15_24","Total","Total","Total",287.476611586319,184,245.657507826839,12622.4873900685,53446.2699890137,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","men","Total","25_64","Total","Total","Total",158.023766233766,70,140.367222488211,5511.54887390817,11406.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","men","Total","25_64","Total","Total","Total",178.996788008565,25,368.337190306044,10892.6713022426,4401,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","men","Total","25_64","Total","Total","Total",203.686023470859,181,145.160747993984,7573.43028268316,35585.9400024414,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","men","Total","25_64","Total","Total","Total",189.69180383446,177,122.782102230704,8995.44416226625,33958.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","men","Total","25_64","Total","Total","Total",234.246296623072,203,148.811737770252,7075.30772852784,48247.2700042725,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","men","Total","25_64","Total","Total","Total",237.171402108706,295,124.106863402839,9104.00558135586,71039.9199981689,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","men","Total","25_64","Total","Total","Total",268.138179964771,275,137.548552633501,6133.44729049001,73783.0000152588,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","men","Total","25_64","Total","Total","Total",292.158192075086,530,128.967484136128,10821.6172457156,158724.319992065,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","men","Total","25_64","Total","Total","Total",408.397240068795,212,466.547434481036,12651.6387690812,83847.7600250244,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","men","Total","25_64","Total","Total","Total",651.186335343167,1291,428.541676530144,25458.1943321757,740585.730056763,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","women","Total","15_24","Total","Total","Total",202.182741116751,5,966.261727426025,9486.34267505087,770,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","women","Total","15_24","Total","Total","Total",165.674876847291,2,1061.66713401531,9130.18832486308,301,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","women","Total","15_24","Total","Total","Total",168.951029838248,36,246.203249672015,6734.93737490734,6073.29998779297,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","women","Total","15_24","Total","Total","Total",166.338367493707,28,213.173282164796,6758.35237113404,4746.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","women","Total","15_24","Total","Total","Total",175.670431893688,33,214.552724686009,4738.09337355261,5633.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","women","Total","15_24","Total","Total","Total",169.470311226605,46,185.966847529256,6722.50577917098,8029.51998901367,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","women","Total","15_24","Total","Total","Total",184.280246018891,55,171.545696679261,4673.98664847077,10123.3000030518,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","women","Total","15_24","Total","Total","Total",189.756167922131,82,214.053599272545,10572.9825741418,15004.3599853516,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","women","Total","15_24","Total","Total","Total",236.016600630356,33,250.116604366482,4112.56200659546,8399.64999389648,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","women","Total","15_24","Total","Total","Total",306.489040460944,163,438.207062058057,19023.9249188757,58787.5798034668,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","women","Total","25_64","Total","Total","Total",155.20857664112,17,234.141988929417,3416.82132975717,2561.39999389648,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","women","Total","25_64","Total","Total","Total",150.927620629106,11,453.303621652462,10412.9239659219,1544.69999980927,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","women","Total","25_64","Total","Total","Total",182.801835704258,56,171.768755653046,4600.42159999454,10020.1000061035,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","women","Total","25_64","Total","Total","Total",174.741946253768,61,275.291073653397,13236.2984803384,10207.299987793,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","women","Total","25_64","Total","Total","Total",178.709468740201,83,120.514540416012,4011.16751499291,15181.6000061035,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","women","Total","25_64","Total","Total","Total",188.212091501259,170,133.830150820738,10242.7246299864,34187.6999969482,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","women","Total","25_64","Total","Total","Total",236.130725256363,107,213.273424405343,6674.52446789281,24214.2699890137,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","women","Total","25_64","Total","Total","Total",237.073009708924,356,117.821566403995,9838.15560938265,88349.9140167236,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","women","Total","25_64","Total","Total","Total",353.873795633627,145,247.170514728571,5928.778840089,52039.6999816895,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","women","Total","25_64","Total","Total","Total",482.067471925056,1211,258.167949719221,20012.339544038,585050.51802063,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","Total","Total","15_24","Total","Total","Total",142.068370165746,20,302.544201298084,8103.55746524552,2783,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","Total","Total","15_24","Total","Total","Total",158.885714285714,5,642.58489303897,8288.39243543215,701,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","Total","Total","15_24","Total","Total","Total",165.500320452037,76,172.20292820553,6876.74638659849,12772.799987793,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","Total","Total","15_24","Total","Total","Total",165.539041464728,67,151.189394363651,7871.48801857379,11271,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","Total","Total","15_24","Total","Total","Total",180.671942782487,101,129.624603964102,5090.41668269729,17946.6399993896,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","Total","Total","15_24","Total","Total","Total",183.390024413284,117,136.226235644644,7783.34784840301,21910.0199890137,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","Total","Total","15_24","Total","Total","Total",208.388138227361,127,183.405692288564,7263.48854715726,25317.6899871826,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","Total","Total","15_24","Total","Total","Total",191.407344234499,211,119.460792601926,9547.17147906632,41039.0199737549,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","Total","Total","15_24","Total","Total","Total",256.19916278118,81,329.954185210313,8230.35943220537,20824.2200012207,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","Total","Total","15_24","Total","Total","Total",295.99307138938,347,240.620247240125,16161.2733031028,112233.84979248,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","Total","Total","25_64","Total","Total","Total",157.692757235135,87,125.436123809358,5254.16231037984,13967.8999938965,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","Total","Total","25_64","Total","Total","Total",170.570429569477,36,288.831020620561,10714.8754236843,5945.69999980927,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","Total","Total","25_64","Total","Total","Total",200.019474135435,237,121.529868831303,7109.06478664348,45606.0400085449,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","Total","Total","25_64","Total","Total","Total",185.681046588256,238,115.524277646937,10103.8165807461,44165.799987793,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","Total","Total","25_64","Total","Total","Total",221.84401820045,286,117.047955336853,6661.73742926951,63428.870010376,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","Total","Total","25_64","Total","Total","Total",217.250120143365,465,91.9295941290755,9557.87372269206,105227.619995117,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","Total","Total","25_64","Total","Total","Total",259.291051850046,382,115.670669642688,6270.41406428393,97997.2700042725,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","Total","Total","25_64","Total","Total","Total",270.416508624587,886,91.299767168381,10638.4483352038,247074.234008789,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","Total","Total","25_64","Total","Total","Total",387.88761194123,357,301.105485389823,10831.6778118962,135887.460006714,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","Total","Total","25_64","Total","Total","Total",569.51332024764,2502,254.746401213455,24058.6293847356,1325636.24807739,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_1","men","Total","Total","Total","Total","Total",149.764783849918,85,121.382870937523,5675.7457405264,13419.5,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_1","men","Total","Total","Total","Total","Total",177.094733355416,28,346.14867526163,10739.6118283721,4801,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_2","men","Total","Total","Total","Total","Total",196.820572374554,221,127.571948860995,7537.9514604906,42285.4400024414,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_2","men","Total","Total","Total","Total","Total",184.902648503132,216,106.925111427644,8951.3605254907,40483,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_3","men","Total","Total","Total","Total","Total",222.781308571046,271,120.823855091443,6845.77649642951,60560.4100036621,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_3","men","Total","Total","Total","Total","Total",228.194471290028,366,106.553922756913,9041.71895480415,84920.4199981689,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_4","men","Total","Total","Total","Total","Total",257.616729260158,347,123.620504400298,6541.98306617206,88977.3899993896,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_4","men","Total","Total","Total","Total","Total",272.643943453212,659,108.572952575522,10884.8859099915,184758.979980469,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","rural","quintile_5","men","Total","Total","Total","Total","Total",383.480071716876,260,394.47664089604,12532.5468032985,96272.3300323486,""
"year",2007,"country","SLV","SLV-EHPM","inglaboral_formales","urban","quintile_5","men","Total","Total","Total","Total","Total",604.867097024558,1475,377.231837257095,25825.1261659156,794032.000045776,""
